CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment
13803,257,17,277.07,1,4,4,144,Inactive
13804,80,135,2588.39,3,1,1,311,Inactive
13805,54,13,924.6,3,5,3,353,Consistent Buyers
13806,154,10,256.38,2,5,4,254,Potential Loyalists
13807,517,7,112.6,1,5,5,155,Inactive
13808,48,76,1747.66,3,2,2,322,Inactive
13809,162,12,155.05,2,5,5,255,Potential Loyalists
13810,30,35,1499.01,4,3,2,432,Potential Loyalists
13811,96,13,814.5,2,5,3,253,Potential Loyalists
13812,44,36,539.0,4,3,3,433,Potential Loyalists
13813,32,69,1366.8600000000001,4,2,2,422,Inactive
13814,124,57,1579.12,2,3,2,232,Potential Loyalists
13815,24,176,4027.36,4,1,1,411,Inactive
13816,25,28,571.6700000000001,4,4,3,443,Consistent Buyers
13817,60,24,382.98,3,4,4,344,Consistent Buyers
13819,39,36,1140.35,4,3,2,432,Potential Loyalists
13821,146,59,385.64,2,2,4,224,Inactive
13822,42,96,632.0,4,2,3,423,Inactive
13823,20,40,957.66,4,3,2,432,Potential Loyalists
13824,7,46,1698.94,5,3,2,532,Potential Loyalists
13826,178,10,189.5,2,5,5,255,Potential Loyalists
13827,59,92,409.8,3,2,4,324,Inactive
13828,24,15,209.49,4,4,5,445,VIP
13831,18,72,2198.45,5,2,1,521,Inactive
13832,21,3,52.199999999999996,4,5,5,455,VIP
13833,279,28,383.85,1,4,4,144,Inactive
13835,27,55,834.57,4,3,3,433,Potential Loyalists
13837,6,18,266.59000000000003,5,4,4,544,VIP
13838,119,165,674.82,2,1,3,213,Inactive
13841,341,1,85.0,1,5,5,155,Inactive
13842,1,206,3385.62,5,1,1,511,Inactive
13844,13,20,361.62,5,4,4,544,VIP
13845,184,9,312.98,2,5,4,254,Potential Loyalists
13846,26,55,865.0600000000001,4,3,3,433,Potential Loyalists
13848,124,5,1255.0,2,5,2,252,Potential Loyalists
13849,53,101,1537.95,3,2,2,322,Inactive
13850,306,93,1595.48,1,2,2,122,Inactive
13851,216,81,2651.46,1,2,1,121,Inactive
13853,59,23,1090.14,3,4,2,342,Potential Loyalists
13854,2,110,8109.5199999999995,5,2,1,521,Inactive
13856,96,14,388.5,2,4,4,244,Potential Loyalists
13858,59,11,216.17,3,5,5,355,Consistent Buyers
13859,328,28,201.16,1,4,5,145,Inactive
13860,16,76,1245.9,5,2,2,522,Inactive
13862,20,139,2209.36,4,1,1,411,Inactive
13863,190,20,305.78,1,4,4,144,Inactive
13865,1,30,501.56,5,3,3,533,Potential Loyalists
13866,76,7,145.67000000000002,3,5,5,355,Consistent Buyers
13867,76,60,1005.09,3,2,2,322,Inactive
13868,302,33,3192.54,1,3,1,131,Inactive
13869,125,304,3083.65,2,1,1,211,Inactive
13870,42,115,2770.94,4,2,1,421,Inactive
13871,24,336,6403.25,4,1,1,411,Inactive
13873,3,23,389.6,5,4,4,544,VIP
13874,359,18,540.45,1,4,3,143,Inactive
13875,39,104,1786.79,4,2,2,422,Inactive
13876,154,7,122.7,2,5,5,255,Potential Loyalists
13877,88,3,117.24,3,5,5,355,Consistent Buyers
13878,56,35,1271.57,3,3,2,332,Potential Loyalists
13880,23,165,3219.77,4,1,1,411,Inactive
13881,13,178,17159.52,5,1,1,511,Inactive
13882,13,65,1191.13,5,2,2,522,Inactive
13883,12,142,2674.48,5,1,1,511,Inactive
13884,32,59,787.6,4,2,3,423,Inactive
13885,202,28,506.8,1,4,3,143,Inactive
13886,73,16,243.56,3,4,5,345,Consistent Buyers
13887,205,19,349.55,1,4,4,144,Inactive
13888,3,39,595.67,5,3,3,533,Potential Loyalists
13889,124,15,416.90000000000003,2,4,4,244,Potential Loyalists
13890,24,110,1883.8100000000002,4,2,2,422,Inactive
13892,28,27,632.97,4,4,3,443,Consistent Buyers
13893,299,21,821.1,1,4,3,143,Inactive
13894,25,27,564.62,4,4,3,443,Consistent Buyers
13895,30,118,2593.07,4,2,1,421,Inactive
13897,52,17,311.16,3,4,4,344,Consistent Buyers
13898,327,12,155.93,1,5,5,155,Inactive
13899,18,19,388.52,5,4,4,544,VIP
13900,95,43,740.95,2,3,3,233,Potential Loyalists
13901,74,149,2867.2,3,1,1,311,Inactive
13904,296,26,332.64,1,4,4,144,Inactive
13908,81,122,2369.55,3,1,1,311,Inactive
13911,59,148,2580.91,3,1,1,311,Inactive
13914,13,33,626.45,5,3,3,533,Potential Loyalists
13917,51,18,272.04,3,4,4,344,Consistent Buyers
13918,51,30,1212.8400000000001,3,3,2,332,Potential Loyalists
13919,31,28,384.81,4,4,4,444,VIP
13922,353,7,172.25,1,5,5,155,Inactive
13923,55,20,351.13,3,4,4,344,Consistent Buyers
13924,19,117,1838.8500000000001,5,2,2,522,Inactive
13925,64,41,678.25,3,3,3,333,Potential Loyalists
13926,25,11,223.85000000000002,4,5,5,455,VIP
13927,76,21,348.99,3,4,4,344,Consistent Buyers
13928,12,27,464.57,5,4,4,544,VIP
13929,171,9,842.65,2,5,3,253,Potential Loyalists
13930,59,17,337.34,3,4,4,344,Consistent Buyers
13931,216,58,1237.53,1,2,2,122,Inactive
13932,296,16,307.4,1,4,4,144,Inactive
13933,111,23,608.7900000000001,2,4,3,243,Potential Loyalists
13934,265,31,922.1,1,3,3,133,Inactive
13936,181,26,376.58,2,4,4,244,Potential Loyalists
13937,171,9,158.85,2,5,5,255,Potential Loyalists
13938,244,7,71.66,1,5,5,155,Inactive
13939,25,45,568.55,4,3,3,433,Potential Loyalists
13940,19,49,839.14,5,3,3,533,Potential Loyalists
13941,23,45,5112.96,4,3,1,431,Inactive
13946,81,11,561.5699999999999,3,5,3,353,Consistent Buyers
13947,215,5,90.6,1,5,5,155,Inactive
13948,362,3,102.0,1,5,5,155,Inactive
13949,26,160,2427.32,4,1,1,411,Inactive
13950,13,35,745.06,5,3,3,533,Potential Loyalists
13951,178,39,674.45,2,3,3,233,Potential Loyalists
13952,189,137,3251.071,2,1,1,211,Inactive
13953,54,20,3515.68,3,4,1,341,Inactive
13954,72,25,439.92,3,4,4,344,Consistent Buyers
13955,126,33,322.96,2,3,4,234,Potential Loyalists
13956,56,147,1019.27,3,1,2,312,Inactive
13959,81,90,594.04,3,2,3,323,Inactive
13960,23,12,230.22,4,5,5,455,VIP
13962,23,11,169.55,4,5,5,455,VIP
13963,253,35,664.54,1,3,3,133,Inactive
13967,147,2,80.7,2,5,5,255,Potential Loyalists
13969,18,619,9024.17,5,1,1,511,Inactive
13971,20,149,2758.26,4,1,1,411,Inactive
13972,72,15,190.25,3,4,5,345,Consistent Buyers
13973,289,11,264.7,1,5,4,154,Inactive
13974,51,28,413.59000000000003,3,4,4,344,Consistent Buyers
13975,122,329,2461.2400000000002,2,1,1,211,Inactive
13976,208,10,357.98,1,5,4,154,Inactive
13978,16,15,196.79000000000002,5,4,5,545,VIP
13979,75,54,869.87,3,3,3,333,Potential Loyalists
13980,62,11,200.14,3,5,5,355,Consistent Buyers
13982,41,111,1871.81,4,2,2,422,Inactive
13983,1,107,2603.43,5,2,1,521,Inactive
13984,28,16,920.51,4,4,3,443,Consistent Buyers
13985,1,351,7060.13,5,1,1,511,Inactive
13986,19,13,320.46,5,5,4,554,VIP
13988,21,234,4147.96,4,1,1,411,Inactive
13989,215,41,1266.08,1,3,2,132,Inactive
13990,67,16,311.3,3,4,4,344,Consistent Buyers
13991,14,82,852.88,5,2,3,523,Inactive
13992,91,5,76.8,2,5,5,255,Potential Loyalists
13993,32,121,3466.36,4,1,1,411,Inactive
13994,41,148,2274.14,4,1,1,411,Inactive
13995,17,86,1393.69,5,2,2,522,Inactive
13999,12,208,3901.81,5,1,1,511,Inactive
14000,6,15,635.66,5,4,3,543,Consistent Buyers
14001,47,39,2043.0800000000002,3,3,2,332,Potential Loyalists
14002,136,47,529.73,2,3,3,233,Potential Loyalists
14004,45,171,4582.64,3,1,1,311,Inactive
14005,11,84,2874.72,5,2,1,521,Inactive
14006,7,30,962.19,5,3,2,532,Potential Loyalists
14009,200,42,695.61,1,3,3,133,Inactive
14012,161,11,328.8,2,5,4,254,Potential Loyalists
14013,99,34,473.02,2,3,4,234,Potential Loyalists
14014,79,39,505.18,3,3,3,333,Potential Loyalists
14015,54,20,917.34,3,4,3,343,Consistent Buyers
14016,209,161,4341.21,1,1,1,111,Inactive
14019,48,66,1421.61,3,2,2,322,Inactive
14020,2,39,642.8,5,3,3,533,Potential Loyalists
14021,6,22,631.9,5,4,3,543,Consistent Buyers
14022,227,28,440.0,1,4,4,144,Inactive
14023,282,31,584.07,1,3,3,133,Inactive
14024,64,16,327.7,3,4,4,344,Consistent Buyers
14027,62,6,104.82,3,5,5,355,Consistent Buyers
14029,146,15,467.66,2,4,4,244,Potential Loyalists
14030,20,242,2358.84,4,1,1,411,Inactive
14031,23,250,17286.86,4,1,1,411,Inactive
14032,7,143,2975.59,5,1,1,511,Inactive
14034,24,86,648.89,4,2,3,423,Inactive
14035,30,66,1428.02,4,2,2,422,Inactive
14036,286,38,626.65,1,3,3,133,Inactive
14037,178,28,147.20000000000002,2,4,5,245,Potential Loyalists
14038,80,92,1560.38,3,2,2,322,Inactive
14039,183,6,152.2,2,5,5,255,Potential Loyalists
14040,10,229,3560.32,5,1,1,511,Inactive
14041,268,21,141.41,1,4,5,145,Inactive
14044,28,206,646.42,4,1,3,413,Inactive
14045,111,6,1659.75,2,5,2,252,Potential Loyalists
14046,286,14,154.99,1,4,5,145,Inactive
14047,75,32,1308.6100000000001,3,3,2,332,Potential Loyalists
14048,162,85,409.93,2,2,4,224,Inactive
14049,18,478,5578.72,5,1,1,511,Inactive
14050,108,54,746.36,2,3,3,233,Potential Loyalists
14051,19,210,15610.390000000001,5,1,1,511,Inactive
14052,21,56,225.36,4,3,5,435,Potential Loyalists
14053,156,4,260.25,2,5,4,254,Potential Loyalists
14054,215,6,92.46,1,5,5,155,Inactive
14055,108,10,725.6400000000001,2,5,3,253,Potential Loyalists
14056,17,1088,8152.71,5,1,1,511,Inactive
14057,25,283,6211.66,4,1,1,411,Inactive
14059,268,8,183.6,1,5,5,155,Inactive
14060,24,202,6140.42,4,1,1,411,Inactive
14062,11,111,10464.85,5,2,1,521,Inactive
14064,6,77,1334.34,5,2,2,522,Inactive
14066,268,7,152.55,1,5,5,155,Inactive
14067,154,52,374.7,2,3,4,234,Potential Loyalists
14068,322,24,265.85,1,4,4,144,Inactive
14071,21,323,1437.57,4,1,2,412,Inactive
14073,153,13,151.04,2,5,5,255,Potential Loyalists
14075,21,43,942.26,4,3,2,432,Potential Loyalists
14076,306,44,118.67,1,3,5,135,Inactive
14077,42,42,499.41999999999996,4,3,3,433,Potential Loyalists
14078,67,65,1049.37,3,2,2,322,Inactive
14079,156,12,375.1,2,5,4,254,Potential Loyalists
14080,153,4,45.599999999999994,2,5,5,255,Potential Loyalists
14081,70,150,921.62,3,1,3,313,Inactive
14082,425,29,182.25,1,4,5,145,Inactive
14083,38,177,1002.9,4,1,2,412,Inactive
14085,11,448,4421.29,5,1,1,511,Inactive
14087,152,68,191.47,2,2,5,225,Inactive
14088,12,589,50491.81,5,1,1,511,Inactive
14089,58,13,158.75,3,5,5,355,Consistent Buyers
14090,326,1,76.32000000000001,1,5,5,155,Inactive
14092,25,214,4076.91,4,1,1,411,Inactive
14093,14,100,433.86,5,2,4,524,Inactive
14096,13,5111,65164.79,5,1,1,511,Inactive
14098,275,21,147.35,1,4,5,145,Inactive
14099,18,250,3104.17,5,1,1,511,Inactive
14100,139,25,191.95000000000002,2,4,5,245,Potential Loyalists
14101,75,35,5976.79,3,3,1,331,Inactive
14102,13,58,1105.8799999999999,5,2,2,522,Inactive
14104,126,21,216.20999999999998,2,4,5,245,Potential Loyalists
14105,240,74,1266.23,1,2,2,122,Inactive
14107,53,123,2703.23,3,1,1,311,Inactive
14108,91,34,597.91,2,3,3,233,Potential Loyalists
14109,74,9,144.2,3,5,5,355,Consistent Buyers
14110,2,156,5683.15,5,1,1,511,Inactive
14111,7,10,692.85,5,5,3,553,Consistent Buyers
14112,24,160,2915.15,4,1,1,411,Inactive
14113,24,34,1840.42,4,3,2,432,Potential Loyalists
14114,38,15,386.53,4,4,4,444,VIP
14116,21,72,1382.74,4,2,2,422,Inactive
14117,145,3,90.0,2,5,5,255,Potential Loyalists
14121,12,159,2780.15,5,1,1,511,Inactive
14124,86,5,419.58000000000004,3,5,4,354,Consistent Buyers
14125,12,166,2720.63,5,1,1,511,Inactive
14126,12,15,706.1300000000001,5,4,3,543,Consistent Buyers
14127,94,44,709.71,2,3,3,233,Potential Loyalists
14128,62,46,637.5,3,3,3,333,Potential Loyalists
14129,19,52,1123.8600000000001,5,3,2,532,Potential Loyalists
14130,321,66,480.91,1,2,4,124,Inactive
14132,4,200,3586.0299999999997,5,1,1,511,Inactive
14133,306,28,605.64,1,4,3,143,Inactive
14135,40,134,4690.31,4,1,1,411,Inactive
14138,121,46,965.8800000000001,2,3,2,232,Potential Loyalists
14139,48,26,415.82,3,4,4,344,Consistent Buyers
14140,122,66,935.05,2,2,2,222,Inactive
14141,31,40,915.13,4,3,3,433,Potential Loyalists
14142,698,22,311.81,1,4,4,144,Inactive
14143,135,7,115.8,2,5,5,255,Potential Loyalists
14145,48,11,3742.2,3,5,1,351,Inactive
14146,83,210,4191.0,3,1,1,311,Inactive
14147,79,5,483.4,3,5,4,354,Consistent Buyers
14148,235,3,157.2,1,5,5,155,Inactive
14149,281,28,446.62,1,4,4,144,Inactive
14150,244,26,658.64,1,4,3,143,Inactive
14152,77,49,621.29,3,3,3,333,Potential Loyalists
14154,241,52,1345.62,1,3,2,132,Inactive
14155,268,6,118.75,1,5,5,155,Inactive
14156,1,1395,117210.08,5,1,1,511,Inactive
14157,21,46,424.89000000000004,4,3,4,434,Potential Loyalists
14158,42,41,507.66,4,3,3,433,Potential Loyalists
14159,21,1175,4630.35,4,1,1,411,Inactive
14161,128,104,1097.6200000000001,2,2,2,222,Inactive
14162,175,25,289.36,2,4,4,244,Potential Loyalists
14163,65,52,2445.91,3,3,1,331,Inactive
14164,72,29,1631.77,3,4,2,342,Potential Loyalists
14165,99,24,120.44,2,4,5,245,Potential Loyalists
14167,10,50,562.59,5,3,3,533,Potential Loyalists
14171,305,58,363.79,1,2,4,124,Inactive
14173,12,29,450.84,5,4,4,544,VIP
14174,183,26,134.46,2,4,5,245,Potential Loyalists
14175,31,149,3222.3,4,1,1,411,Inactive
14176,299,31,576.9000000000001,1,3,3,133,Inactive
14177,88,41,549.46,3,3,3,333,Potential Loyalists
14178,30,318,1600.26,4,1,2,412,Inactive
14179,42,157,701.57,4,1,3,413,Inactive
14180,12,240,4748.52,5,1,1,511,Inactive
14184,245,24,452.89,1,4,4,144,Inactive
14185,10,3,197.65,5,5,5,555,VIP
14188,73,65,2054.36,3,2,2,322,Inactive
14189,18,265,4654.08,5,1,1,511,Inactive
14191,11,259,4684.76,5,1,1,511,Inactive
14193,271,42,853.39,1,3,3,133,Inactive
14194,20,579,11349.52,4,1,1,411,Inactive
14195,203,7,1012.0,1,5,2,152,Inactive
14196,108,6,335.52,2,5,4,254,Potential Loyalists
14198,20,39,701.4,4,3,3,433,Potential Loyalists
14199,220,2,185.39999999999998,1,5,5,155,Inactive
14201,62,37,747.44,3,3,3,333,Potential Loyalists
14204,152,39,150.61,2,3,5,235,Potential Loyalists
14205,18,24,466.7,5,4,4,544,VIP
14206,241,20,328.15999999999997,1,4,4,144,Inactive
14208,185,10,151.74,2,5,5,255,Potential Loyalists
14209,12,87,2073.43,5,2,1,521,Inactive
14210,107,102,1905.8400000000001,2,2,2,222,Inactive
14211,55,112,2241.1,3,2,1,321,Inactive
14212,32,9,1070.48,4,5,2,452,Potential Loyalists
14214,52,67,1004.38,3,2,2,322,Inactive
14215,13,108,1789.72,5,2,2,522,Inactive
14216,18,59,1839.3,5,2,2,522,Inactive
14217,13,100,2004.98,5,2,2,522,Inactive
14218,44,12,169.48000000000002,4,5,5,455,VIP
14219,213,7,89.94,1,5,5,155,Inactive
14220,190,21,632.4,1,4,3,143,Inactive
14221,44,193,3432.8,4,1,1,411,Inactive
14222,179,41,683.17,2,3,3,233,Potential Loyalists
14223,124,60,991.13,2,2,2,222,Inactive
14224,112,113,1009.73,2,2,2,222,Inactive
14226,30,66,2214.79,4,2,1,421,Inactive
14227,28,175,3350.96,4,1,1,411,Inactive
14229,53,40,1547.2,3,3,2,332,Potential Loyalists
14231,96,50,925.71,2,3,3,233,Potential Loyalists
14232,44,115,2048.07,4,2,2,422,Inactive
14233,6,35,1462.72,5,3,2,532,Potential Loyalists
14234,23,147,754.12,4,1,3,413,Inactive
14235,77,79,3144.86,3,2,1,321,Inactive
14236,82,15,490.86,3,4,3,343,Consistent Buyers
14237,698,9,161.0,1,5,5,155,Inactive
14238,328,8,146.85,1,5,5,155,Inactive
14239,45,112,2380.85,3,2,1,321,Inactive
14240,91,42,890.34,2,3,3,233,Potential Loyalists
14241,96,10,213.70000000000002,2,5,5,255,Potential Loyalists
14242,236,16,280.55,1,4,4,144,Inactive
14243,129,141,2588.77,2,1,1,211,Inactive
14245,250,108,1693.45,1,2,2,122,Inactive
14246,112,75,1474.06,2,2,2,222,Inactive
14247,191,20,136.76999999999998,1,4,5,145,Inactive
14248,320,8,302.58,1,5,4,154,Inactive
14250,32,111,1904.05,4,2,2,422,Inactive
14251,12,78,2879.7000000000003,5,2,1,521,Inactive
14256,262,53,969.0600000000001,1,3,2,132,Inactive
14257,125,106,3099.7200000000003,2,2,1,221,Inactive
14258,11,111,12669.98,5,2,1,521,Inactive
14259,143,5,120.0,2,5,5,255,Potential Loyalists
14261,52,52,1163.45,3,3,2,332,Potential Loyalists
14262,19,143,2618.23,5,1,1,511,Inactive
14264,126,17,333.97,2,4,4,244,Potential Loyalists
14265,111,31,530.18,2,3,3,233,Potential Loyalists
14267,164,55,1516.24,2,3,2,232,Potential Loyalists
14270,10,29,492.65000000000003,5,4,3,543,Consistent Buyers
14271,227,10,112.32,1,5,5,155,Inactive
14272,75,33,437.96,3,3,4,334,Potential Loyalists
14273,37,29,559.97,4,4,3,443,Consistent Buyers
14276,5,64,1119.74,5,2,2,522,Inactive
14277,17,222,4188.0,5,1,1,511,Inactive
14280,198,8,134.04,1,5,5,155,Inactive
14282,21,154,3701.44,4,1,1,411,Inactive
14284,88,32,595.25,3,3,3,333,Potential Loyalists
14285,23,27,1910.01,4,4,2,442,Potential Loyalists
14286,25,280,4628.75,4,1,1,411,Inactive
14287,200,9,176.63,1,5,5,155,Inactive
14288,67,16,426.6,3,4,4,344,Consistent Buyers
14289,7,47,911.26,5,3,3,533,Potential Loyalists
14290,13,101,2314.65,5,2,1,521,Inactive
14291,33,237,3883.25,4,1,1,411,Inactive
14292,2,100,4871.93,5,2,1,521,Inactive
14293,149,61,1046.56,2,2,2,222,Inactive
14295,42,5,166.20000000000002,4,5,5,455,VIP
14297,19,62,1305.33,5,2,2,522,Inactive
14298,54,1637,51527.3,3,1,1,311,Inactive
14299,1,143,3965.62,5,1,1,511,Inactive
14300,20,3,43.2,4,5,5,455,VIP
14301,119,13,640.14,2,5,3,253,Potential Loyalists
14304,340,17,383.45,1,4,4,144,Inactive
14305,73,105,1858.96,3,2,2,322,Inactive
14306,53,33,2093.32,3,3,1,331,Inactive
14307,2,180,2995.72,5,1,1,511,Inactive
14309,30,117,2352.53,4,2,1,421,Inactive
14311,37,20,310.26,4,4,4,444,VIP
14312,38,87,1611.59,4,2,2,422,Inactive
14314,108,8,120.0,2,5,5,255,Potential Loyalists
14315,46,101,2481.13,3,2,1,321,Inactive
14317,184,24,508.58000000000004,2,4,3,243,Potential Loyalists
14320,40,31,477.79,4,3,4,434,Potential Loyalists
14321,12,123,1530.75,5,1,2,512,Inactive
14323,116,36,605.0600000000001,2,3,3,233,Potential Loyalists
14326,37,8,183.85,4,5,5,455,VIP
14327,165,12,311.65,2,5,4,254,Potential Loyalists
14329,19,258,4975.24,5,1,1,511,Inactive
14331,137,28,462.65999999999997,2,4,4,244,Potential Loyalists
14332,24,25,840.21,4,4,3,443,Consistent Buyers
14333,276,15,415.2,1,4,4,144,Inactive
14334,18,162,2552.21,5,1,1,511,Inactive
14335,18,60,454.86,5,2,4,524,Inactive
14336,18,90,1614.91,5,2,2,522,Inactive
14338,198,31,588.22,1,3,3,133,Inactive
14339,37,14,309.52,4,4,4,444,VIP
14340,220,6,134.7,1,5,5,155,Inactive
14341,47,128,2166.98,3,1,1,311,Inactive
14342,23,21,668.5600000000001,4,4,3,443,Consistent Buyers
14344,99,71,889.9300000000001,2,2,3,223,Inactive
14345,334,6,108.97999999999999,1,5,5,155,Inactive
14346,33,60,1021.58,4,2,2,422,Inactive
14348,262,18,409.57,1,4,4,144,Inactive
14349,12,31,133.5,5,3,5,535,Potential Loyalists
14350,69,18,282.93,3,4,4,344,Consistent Buyers
14351,166,1,51.0,2,5,5,255,Potential Loyalists
14352,38,47,1078.96,4,3,2,432,Potential Loyalists
14353,128,6,90.6,2,5,5,255,Potential Loyalists
14354,91,9,163.62,2,5,5,255,Potential Loyalists
14355,455,11,174.4,1,5,5,155,Inactive
14356,81,33,701.23,3,3,3,333,Potential Loyalists
14357,45,40,225.12,3,3,5,335,Potential Loyalists
14359,21,55,912.18,4,3,3,433,Potential Loyalists
14360,122,117,2118.03,2,2,1,221,Inactive
14362,24,37,151.5,4,3,5,435,Potential Loyalists
14364,6,69,3717.35,5,2,1,521,Inactive
14367,23,521,9227.82,4,1,1,411,Inactive
14368,321,8,155.0,1,5,5,155,Inactive
14371,297,4,100.5,1,5,5,155,Inactive
14373,360,4,76.55,1,5,5,155,Inactive
14375,158,66,235.56,2,2,5,225,Inactive
14377,264,11,617.05,1,5,3,153,Inactive
14379,46,46,348.1,3,3,4,334,Potential Loyalists
14381,54,56,202.68,3,3,5,335,Potential Loyalists
14382,28,126,615.49,4,1,3,413,Inactive
14383,165,59,1247.69,2,2,2,222,Inactive
14385,11,14,202.11,5,4,5,545,VIP
14386,298,7,142.4,1,5,5,155,Inactive
14387,76,139,1727.6,3,1,2,312,Inactive
14388,12,186,3212.84,5,1,1,511,Inactive
14389,215,45,1043.46,1,3,2,132,Inactive
14390,6,284,4642.57,5,1,1,511,Inactive
14393,219,5,67.95,1,5,5,155,Inactive
14395,61,348,3479.91,3,1,1,311,Inactive
14396,215,73,487.99,1,2,3,123,Inactive
14397,5,87,2612.96,5,2,1,521,Inactive
14400,151,25,574.7,2,4,3,243,Potential Loyalists
14401,66,182,4051.48,3,1,1,311,Inactive
14403,143,20,1475.81,2,4,2,242,Potential Loyalists
14404,110,100,1449.32,2,2,2,222,Inactive
14406,3,8,156.75,5,5,5,555,VIP
14407,109,73,2157.73,2,2,1,221,Inactive
14408,12,106,2599.03,5,2,1,521,Inactive
14409,72,54,2059.4500000000003,3,3,1,331,Inactive
14410,124,190,1100.27,2,1,2,212,Inactive
14411,312,14,1063.0,1,4,2,142,Inactive
14412,44,43,770.03,4,3,3,433,Potential Loyalists
14413,364,22,121.05,1,4,5,145,Inactive
14414,93,97,1496.98,2,2,2,222,Inactive
14415,21,579,5855.57,4,1,1,411,Inactive
14416,24,14,490.22,4,4,3,443,Consistent Buyers
14418,27,124,1937.25,4,1,2,412,Inactive
14419,12,202,1051.79,5,1,2,512,Inactive
14420,335,29,387.52,1,4,4,144,Inactive
14421,6,27,813.11,5,4,3,543,Consistent Buyers
14422,19,222,4263.64,5,1,1,511,Inactive
14423,220,3,265.2,1,5,4,154,Inactive
14424,19,1,322.08,5,5,4,554,VIP
14426,25,224,4481.67,4,1,1,411,Inactive
14427,52,17,363.34000000000003,3,4,4,344,Consistent Buyers
14428,81,137,1224.06,3,1,2,312,Inactive
14431,70,17,470.36,3,4,4,344,Consistent Buyers
14432,11,377,2248.5,5,1,1,511,Inactive
14434,23,12,1372.8,4,5,2,452,Potential Loyalists
14436,305,9,89.06,1,5,5,155,Inactive
14437,455,5,63.0,1,5,5,155,Inactive
14438,192,9,131.9,1,5,5,155,Inactive
14439,321,32,2661.24,1,3,1,131,Inactive
14440,44,55,2357.6800000000003,4,3,1,431,Inactive
14441,45,51,1712.89,3,3,2,332,Potential Loyalists
14442,206,63,1589.82,1,2,2,122,Inactive
14443,55,93,1420.2,3,2,2,322,Inactive
14446,30,277,1010.35,4,1,2,412,Inactive
14447,20,70,1163.23,4,2,2,422,Inactive
14448,11,20,375.35,5,4,4,544,VIP
14449,20,250,885.8,4,1,3,413,Inactive
14450,5,40,483.25,5,3,4,534,Potential Loyalists
14451,62,105,643.9,3,2,3,323,Inactive
14452,12,60,259.05,5,2,4,524,Inactive
14453,308,22,119.93,1,4,5,145,Inactive
14456,24,947,3017.28,4,1,1,411,Inactive
14457,312,4,113.64,1,5,5,155,Inactive
14459,157,37,1837.92,2,3,2,232,Potential Loyalists
14460,112,16,434.34,2,4,4,244,Potential Loyalists
14461,150,180,2103.06,2,1,1,211,Inactive
14462,33,233,1980.57,4,1,2,412,Inactive
14463,172,6,529.62,2,5,3,253,Potential Loyalists
14465,70,123,1038.44,3,1,2,312,Inactive
14466,61,72,2272.4,3,2,1,321,Inactive
14467,19,89,596.26,5,2,3,523,Inactive
14470,13,43,461.19,5,3,4,534,Potential Loyalists
14472,65,265,1852.67,3,1,2,312,Inactive
14473,76,7,234.34000000000003,3,5,5,355,Consistent Buyers
14474,48,29,547.66,3,4,3,343,Consistent Buyers
14475,73,42,925.85,3,3,3,333,Potential Loyalists
14476,259,17,193.0,1,4,5,145,Inactive
14477,21,10,1309.6,4,5,2,452,Potential Loyalists
14479,255,18,316.25,1,4,4,144,Inactive
14480,13,13,279.05,5,5,4,554,VIP
14481,166,30,636.51,2,3,3,233,Potential Loyalists
14482,20,137,2022.81,4,1,2,412,Inactive
14483,283,9,137.1,1,5,5,155,Inactive
14484,52,14,321.92,3,4,4,344,Consistent Buyers
14485,334,46,162.8,1,3,5,135,Inactive
14487,28,140,1165.48,4,1,2,412,Inactive
14488,276,46,1064.28,1,3,2,132,Inactive
14489,209,30,463.38,1,3,4,134,Inactive
14491,177,17,340.93,2,4,4,244,Potential Loyalists
14493,18,120,2383.2400000000002,5,1,1,511,Inactive
14494,27,7,139.56,4,5,5,455,VIP
14495,52,6,123.8,3,5,5,355,Consistent Buyers
14496,343,19,538.8100000000001,1,4,3,143,Inactive
14497,284,29,475.37,1,4,4,144,Inactive
14498,44,193,1957.32,4,1,2,412,Inactive
14499,28,190,808.44,4,1,3,413,Inactive
14500,2,7,356.85,5,5,4,554,VIP
14501,96,10,251.21,2,5,4,254,Potential Loyalists
14502,21,608,2429.83,4,1,1,411,Inactive
14503,12,164,3543.26,5,1,1,511,Inactive
14504,49,107,673.26,3,2,3,323,Inactive
14505,19,785,5859.43,5,1,1,511,Inactive
14506,19,295,1960.65,5,1,2,512,Inactive
14507,25,95,1367.88,4,2,2,422,Inactive
14508,23,55,268.05,4,3,4,434,Potential Loyalists
14511,13,68,1314.81,5,2,2,522,Inactive
14512,219,23,275.28,1,4,4,144,Inactive
14513,102,12,455.59000000000003,2,5,4,254,Potential Loyalists
14514,10,69,990.2,5,2,2,522,Inactive
14515,19,98,2076.89,5,2,1,521,Inactive
14517,143,18,330.45,2,4,4,244,Potential Loyalists
14518,184,16,174.37,2,4,5,245,Potential Loyalists
14520,121,4,270.6,2,5,4,254,Potential Loyalists
14522,26,17,974.54,4,4,2,442,Potential Loyalists
14523,110,12,241.09,2,5,5,255,Potential Loyalists
14524,73,197,1843.83,3,1,2,312,Inactive
14525,21,282,4215.9,4,1,1,411,Inactive
14527,2,971,8507.13,5,1,1,511,Inactive
14528,303,18,364.21999999999997,1,4,4,144,Inactive
14529,62,213,578.61,3,1,3,313,Inactive
14530,27,213,2862.11,4,1,1,411,Inactive
